"Fragment"	"WithVars"	"MoreHomozygous"	"AUC"
11765	634	37	9244695.92641928
11555	655	33	10591898.7596858
11833	614	34	9900384.27693854
11270	590	37	12543715.8594384
12331	621	33	10033382.4456417
11626	604	28	10338173.9523909
12128	649	33	10216053.9175196
11876	598	35	10969511.6442191
11805	646	35	9119448.76363421
12022	590	32	9911343.37927023
11678	635	34	9449706.50096509
11970	562	34	10388252.934038
11920	622	32	9706124.50404449
11773	628	33	11757809.5638548
11801	625	34	10714388.0934507
12196	626	33	9652226.70053762
11838	627	35	9738012.45200459
11759	631	35	10194041.0244693
11866	639	32	9449667.38864996
11839	638	33	9061260.36631475
11328	598	36	11316663.0186043
11997	601	36	9324443.85229987
11560	667	36	9072199.78879806
12053	655	31	9067293.06507707
12199	637	32	10606241.5648932
11851	636	31	12219803.0673971
11869	610	33	11512148.375521
11711	641	34	10837677.6248209
11711	623	33	9341689.05968438
11866	641	32	11170955.2689049
11721	621	33	10885180.9269054
11652	619	35	12591407.7500573
11517	616	28	11080378.8894858
11629	637	32	9892764.40435438
12191	621	36	9529505.90444494
11648	594	33	10530364.3921793
11798	572	30	11095017.0918912
11894	647	31	8732824.33891246
11706	610	29	10698620.1663586
12007	657	33	9026699.73677059
11227	577	29	11106928.724885
12144	627	35	11736156.1047907
12242	611	30	10328555.9747838
11814	614	36	10101495.0147325
11537	597	27	10860067.038707
11539	613	31	11357181.4985707
12105	613	30	9875888.39062523
11698	629	33	11038613.0808742
11969	606	32	9770227.62831069
11903	611	29	9910881.46837948
11977	637	34	11183223.874848
11722	635	31	11970442.986553
11410	621	32	12040983.3962985
11742	613	29	10888017.2544827
12033	651	34	9735951.87088941
11892	664	33	10429609.9903962
11901	626	28	10765670.1368343
11718	627	33	10624587.294361
12117	633	31	10607917.4595983
12005	631	34	11100382.2813405
11870	590	33	8320084.78670127
12533	597	32	9476241.35824355
11540	613	31	11110091.9237941
11352	640	33	10859148.8905359
12311	623	30	8315689.3218356
11483	615	34	8837985.96170589
11727	614	36	11078210.0292841
11734	590	35	9791529.05955412
11347	662	29	11559051.4274168
11690	624	33	10318572.6635049
11595	610	32	10442996.1100144
11785	615	36	9838586.73587817
11171	634	33	10658071.2682384
11591	596	33	9433028.41235182
11820	657	31	10020498.7597614
11610	601	36	10783255.6087379
11351	607	34	10218348.4319715
